user_id,snapshot_date,days_since_last_purchase,purchases_last_30d,avg_order_value,category,remaining_budget_pct,coupon_offered,order_placed,order_profit
9152,2025-06-01,2,1,72.75,grocery,1.0,10,0,0.0
2512,2025-05-19,11,5,36.9,electronics,0.84,none,0,0.0
9485,2025-04-08,10,2,38.56,sports,0.27,none,0,0.0
4207,2025-06-09,5,2,38.7,beauty,0.53,none,0,0.0
177,2025-04-20,1,3,81.58,fashion,0.96,10,0,0.0
3603,2025-06-21,21,0,61.13,sports,0.92,20,1,24.14
2325,2025-06-12,6,1,60.04,sports,0.33,none,0,0.0
9255,2025-05-04,1,1,85.18,sports,0.88,20,0,0.0
6143,2025-05-10,13,1,48.94,beauty,0.21,10,0,0.0
3090,2025-04-03,0,1,38.25,grocery,0.91,none,0,0.0
37,2025-05-16,9,1,59.01,grocery,0.77,10,0,0.0
3685,2025-04-06,12,3,75.76,fashion,0.17,none,0,0.0
3176,2025-06-29,2,3,65.51,fashion,0.19,none,0,0.0
4484,2025-05-29,3,4,46.23,fashion,0.56,10,0,0.0
1964,2025-04-22,0,5,31.46,fashion,0.04,none,0,0.0
5358,2025-06-13,1,0,41.41,home,0.1,none,0,0.0
5235,2025-04-02,5,0,110.47,fashion,0.91,5,0,0.0
7221,2025-05-20,20,1,35.89,beauty,0.96,none,0,0.0
5974,2025-04-11,6,2,59.41,electronics,0.41,none,0,0.0
7251,2025-04-05,7,3,75.68,beauty,0.35,5,0,0.0
1891,2025-04-23,1,3,42.26,beauty,0.54,none,0,0.0
1370,2025-04-27,2,3,55.59,fashion,0.69,none,0,0.0
5364,2025-06-06,28,2,37.46,fashion,0.4,none,0,0.0
9906,2025-06-21,12,1,48.29,home,0.1,none,0,0.0
3968,2025-06-10,7,3,71.31,home,0.7,5,0,0.0
7298,2025-06-07,31,2,50.87,beauty,0.78,none,0,0.0
9910,2025-05-22,0,4,74.96,fashion,0.41,10,0,0.0
949,2025-05-04,13,1,46.38,home,0.11,none,0,0.0
652,2025-04-24,43,0,62.77,electronics,0.84,5,0,0.0
6607,2025-06-26,0,2,63.41,sports,0.89,none,0,0.0
8407,2025-05-18,15,4,64.0,home,0.06,10,0,0.0
6696,2025-05-22,9,1,68.73,beauty,0.93,none,1,11.56
9995,2025-04-02,1,1,75.74,beauty,0.02,none,0,0.0
376,2025-05-12,3,3,47.81,home,0.31,10,0,0.0
5416,2025-06-02,11,2,83.0,grocery,0.88,5,0,0.0
7079,2025-05-16,4,3,118.22,grocery,0.09,none,0,0.0
6806,2025-05-26,37,3,35.18,grocery,0.13,none,0,0.0
343,2025-06-13,11,2,47.43,beauty,0.19,none,0,0.0
1280,2025-04-02,6,3,44.32,home,0.67,5,0,0.0
9966,2025-06-22,19,0,44.93,fashion,0.6,10,0,0.0
3509,2025-06-14,4,1,38.21,fashion,0.84,none,0,0.0
1836,2025-05-09,3,4,84.7,home,0.41,5,0,0.0
1815,2025-06-09,3,3,27.82,home,0.44,none,1,6.19
1720,2025-04-07,7,2,75.49,sports,0.95,none,0,0.0
5834,2025-04-29,3,2,82.3,grocery,0.29,none,0,0.0
5036,2025-04-10,0,1,75.64,grocery,0.05,none,0,0.0
9421,2025-05-28,3,2,58.61,sports,0.64,10,0,0.0
4773,2025-06-17,11,3,52.59,electronics,0.47,5,0,0.0
296,2025-05-25,9,3,65.95,home,0.33,5,0,0.0
5297,2025-06-04,60,0,43.49,fashion,0.4,20,1,10.87
4945,2025-04-14,6,6,62.77,sports,0.74,none,0,0.0
3277,2025-06-24,4,3,33.83,beauty,0.14,5,0,0.0
7236,2025-04-18,12,1,66.38,beauty,0.47,none,0,0.0
9411,2025-05-18,5,3,61.74,grocery,0.61,none,0,0.0
4307,2025-06-02,2,2,37.05,grocery,0.21,none,0,0.0
7255,2025-06-17,7,4,106.83,beauty,0.77,5,0,0.0
5389,2025-06-24,2,0,89.9,home,0.86,none,0,0.0
7263,2025-05-25,11,0,86.83,beauty,0.44,10,0,0.0
4530,2025-05-23,1,1,23.95,electronics,0.57,10,1,7.48
2595,2025-05-08,7,2,99.66,home,0.32,none,0,0.0
5975,2025-05-22,17,8,67.2,home,0.59,20,0,0.0
3922,2025-06-01,11,6,68.67,grocery,0.63,10,0,0.0
686,2025-05-29,3,4,26.8,home,0.81,10,0,0.0
7411,2025-05-24,2,2,57.01,fashion,0.16,5,0,0.0
5468,2025-05-11,18,0,40.33,sports,0.11,none,0,0.0
6093,2025-04-18,4,6,39.46,home,0.75,10,0,0.0
5118,2025-04-05,13,1,77.09,electronics,0.93,5,0,0.0
8864,2025-05-09,5,1,54.54,sports,0.59,none,0,0.0
1819,2025-05-07,2,2,35.2,home,0.8,5,0,0.0
803,2025-05-26,0,3,72.73,home,0.24,none,0,0.0
5348,2025-06-21,10,1,84.12,grocery,0.74,none,0,0.0
8701,2025-06-03,7,4,36.51,fashion,0.45,none,0,0.0
4632,2025-06-13,9,2,62.09,electronics,0.6,none,0,0.0
4193,2025-05-23,2,1,59.67,electronics,0.19,none,0,0.0
5932,2025-06-24,4,1,43.12,sports,0.31,5,0,0.0
3423,2025-06-25,26,2,57.84,fashion,0.08,none,1,12.79
5639,2025-04-14,4,4,54.59,grocery,0.12,none,0,0.0
9651,2025-05-29,4,3,22.78,electronics,0.83,5,0,0.0
4046,2025-05-17,5,4,70.13,sports,0.29,5,0,0.0
4837,2025-06-28,5,4,74.69,sports,0.16,none,0,0.0
7812,2025-05-24,5,1,68.9,grocery,0.51,5,0,0.0
6728,2025-04-02,5,2,56.36,beauty,0.54,20,0,0.0
3575,2025-04-20,2,0,54.88,sports,0.68,10,0,0.0
5245,2025-04-12,3,7,61.53,fashion,0.6,20,0,0.0
4746,2025-04-19,5,3,73.71,sports,0.2,5,0,0.0
3981,2025-04-09,3,4,50.73,beauty,0.31,none,1,22.3
4265,2025-06-11,7,1,77.34,home,0.21,none,0,0.0
162,2025-05-15,4,2,56.81,grocery,0.07,none,0,0.0
4859,2025-06-01,3,1,69.6,sports,0.45,5,0,0.0
3141,2025-06-30,1,5,28.95,fashion,0.51,5,0,0.0
8002,2025-05-29,5,3,68.75,fashion,0.36,none,0,0.0
6303,2025-05-14,21,1,73.15,fashion,0.89,5,0,0.0
7097,2025-04-25,7,5,53.62,grocery,0.61,20,0,0.0
2661,2025-06-08,6,0,49.14,sports,0.15,10,1,21.49
423,2025-05-17,1,1,61.69,fashion,0.79,none,1,22.65
3846,2025-06-08,3,1,83.05,home,0.23,5,0,0.0
4946,2025-04-03,0,4,55.61,electronics,0.83,10,0,0.0
4321,2025-04-15,18,2,58.54,beauty,0.86,10,0,0.0
1248,2025-04-12,1,6,69.67,sports,0.42,10,0,0.0
2023,2025-06-02,0,3,62.43,fashion,0.73,20,0,0.0
7294,2025-05-18,3,2,49.06,electronics,0.63,10,0,0.0
9032,2025-04-29,20,3,80.06,beauty,0.14,none,0,0.0
9867,2025-04-29,31,3,76.99,fashion,0.9,10,0,0.0
5074,2025-05-26,3,3,69.93,beauty,0.61,20,0,0.0
6189,2025-06-27,6,2,27.02,electronics,0.21,20,0,0.0
6065,2025-06-30,10,4,42.4,sports,0.28,10,1,8.59
3799,2025-05-13,6,4,84.8,electronics,0.77,10,0,0.0
3289,2025-06-01,8,1,98.93,sports,0.88,5,0,0.0
724,2025-04-08,19,2,37.21,grocery,0.52,10,0,0.0
366,2025-06-26,8,2,101.48,fashion,0.74,5,0,0.0
3326,2025-04-02,0,1,69.97,electronics,0.32,none,0,0.0
3682,2025-05-02,12,0,69.65,electronics,0.11,none,0,0.0
5253,2025-06-05,5,1,43.33,fashion,0.18,none,0,0.0
9709,2025-06-28,35,3,71.18,fashion,0.75,10,0,0.0
8809,2025-04-16,18,2,41.94,grocery,0.45,5,0,0.0
1946,2025-05-31,8,2,59.21,home,0.45,5,0,0.0
5130,2025-04-18,6,2,62.19,fashion,0.03,none,1,17.52
5568,2025-04-05,2,5,90.05,electronics,0.95,10,0,0.0
9845,2025-05-09,12,4,60.28,beauty,0.02,5,1,18.04
4050,2025-05-23,13,0,65.03,grocery,0.67,none,0,0.0
3692,2025-04-25,4,2,69.88,grocery,0.11,none,0,0.0
7611,2025-06-28,0,1,71.69,sports,0.23,none,0,0.0
5,2025-05-27,40,4,66.59,sports,0.2,10,0,0.0
962,2025-05-10,46,1,50.06,fashion,0.3,20,0,0.0
6287,2025-05-15,4,3,66.04,home,0.69,none,0,0.0
3327,2025-05-13,2,2,56.09,electronics,0.21,5,0,0.0
2192,2025-04-11,4,1,36.67,beauty,0.35,5,0,0.0
8268,2025-05-26,4,3,61.38,fashion,0.66,10,0,0.0
2438,2025-06-11,2,2,32.37,grocery,0.63,5,0,0.0
264,2025-05-09,15,3,30.13,beauty,0.17,none,0,0.0
175,2025-05-09,9,5,61.64,beauty,0.64,5,0,0.0
9086,2025-06-22,15,1,78.16,electronics,0.64,10,1,21.35
5315,2025-05-26,3,3,55.99,beauty,0.89,5,0,0.0
137,2025-04-28,0,2,66.32,grocery,0.57,20,0,0.0
2476,2025-04-01,10,6,61.3,fashion,0.31,5,0,0.0
3285,2025-06-14,2,4,65.89,home,0.33,20,0,0.0
9943,2025-05-28,2,0,66.33,home,0.88,5,0,0.0
5390,2025-05-27,27,0,81.48,beauty,0.6,20,0,0.0
8357,2025-04-26,8,3,69.27,home,0.13,none,0,0.0
4490,2025-04-17,18,3,78.25,grocery,0.57,none,0,0.0
7212,2025-05-15,4,0,68.32,grocery,0.75,5,0,0.0
369,2025-06-08,7,1,49.31,sports,0.83,20,0,0.0
3539,2025-04-28,16,4,42.08,beauty,0.36,5,0,0.0
4601,2025-05-18,6,3,77.57,fashion,0.34,none,0,0.0
716,2025-06-30,54,3,57.47,grocery,0.85,none,0,0.0
2659,2025-04-20,53,0,63.38,sports,0.96,5,0,0.0
6690,2025-04-22,6,5,47.66,electronics,0.93,20,0,0.0
6847,2025-04-22,1,3,40.25,fashion,0.75,5,1,6.98
224,2025-06-23,3,3,57.67,beauty,0.48,none,0,0.0
2642,2025-05-19,3,3,56.45,fashion,0.74,20,0,0.0
4417,2025-06-23,33,0,58.11,sports,0.41,none,0,0.0
2725,2025-06-26,3,2,81.85,grocery,0.48,20,1,20.03
528,2025-05-09,11,4,29.5,grocery,0.72,20,0,0.0
382,2025-04-05,10,5,64.0,beauty,0.77,5,1,26.8
5598,2025-04-28,5,5,101.37,home,0.37,none,0,0.0
3669,2025-05-20,17,1,57.96,fashion,0.75,20,1,23.33
5596,2025-05-05,5,8,47.23,fashion,0.29,none,0,0.0
7067,2025-04-01,15,0,81.15,home,0.54,20,0,0.0
5307,2025-06-30,5,1,55.73,fashion,0.25,10,1,24.53
5567,2025-04-28,1,0,53.55,electronics,0.17,5,0,0.0
7146,2025-05-27,1,1,83.09,sports,0.12,5,0,0.0
1828,2025-06-26,1,3,47.42,home,0.67,20,0,0.0
2282,2025-05-20,4,1,68.8,sports,0.59,10,0,0.0
7265,2025-06-03,1,1,65.3,electronics,0.6,20,0,0.0
2422,2025-04-04,0,4,49.48,electronics,0.91,5,0,0.0
8740,2025-06-03,7,2,33.38,fashion,0.12,5,0,0.0
4162,2025-06-17,2,1,64.81,home,0.13,10,0,0.0
806,2025-06-23,5,1,84.88,sports,0.23,10,0,0.0
7028,2025-04-08,1,7,36.04,sports,0.65,none,0,0.0
4259,2025-04-21,23,1,47.92,grocery,0.33,10,0,0.0
1168,2025-04-05,17,0,35.95,home,0.05,none,0,0.0
2129,2025-06-23,10,2,95.64,home,0.94,20,0,0.0
8859,2025-04-26,27,2,47.42,grocery,0.85,none,0,0.0
4599,2025-05-19,3,2,47.05,home,0.62,10,0,0.0
2523,2025-05-14,8,1,68.31,grocery,0.43,10,0,0.0
5425,2025-06-02,2,4,58.97,beauty,0.4,none,0,0.0
1279,2025-06-21,0,0,57.12,fashion,0.11,5,0,0.0
3915,2025-04-30,2,4,42.95,fashion,0.02,none,0,0.0
5990,2025-06-11,11,5,79.43,fashion,0.73,20,0,0.0
9570,2025-04-27,3,5,21.14,grocery,0.57,none,1,7.32
2756,2025-04-18,2,3,104.54,grocery,0.83,20,0,0.0
8269,2025-04-10,2,4,113.78,sports,0.41,none,0,0.0
4088,2025-05-04,10,6,77.09,beauty,0.79,none,0,0.0
8917,2025-05-22,7,3,55.38,electronics,0.45,10,0,0.0
612,2025-06-11,17,6,33.83,electronics,0.71,none,0,0.0
1362,2025-06-17,16,1,55.24,sports,0.57,5,0,0.0
4650,2025-05-18,3,1,65.38,grocery,0.58,10,0,0.0
7882,2025-05-08,33,1,57.24,fashion,0.91,none,0,0.0
3037,2025-04-16,11,4,49.42,beauty,0.43,none,0,0.0
1198,2025-06-23,0,1,53.56,home,0.45,none,0,0.0
1699,2025-05-07,0,4,61.36,beauty,0.65,5,1,15.22
2897,2025-06-09,12,2,71.82,fashion,0.2,none,0,0.0
3864,2025-05-27,19,1,60.68,home,0.32,5,1,18.83
5746,2025-06-24,4,3,38.65,beauty,0.86,20,1,14.53
7701,2025-06-28,1,2,88.09,grocery,0.76,10,0,0.0
1285,2025-06-04,9,4,77.08,electronics,0.24,10,1,18.25
7637,2025-05-31,11,2,55.22,home,0.18,5,0,0.0
9870,2025-04-13,9,4,51.62,electronics,0.18,none,0,0.0
3605,2025-04-02,5,5,38.14,home,0.78,10,1,9.57
2057,2025-05-20,3,5,47.48,electronics,0.55,10,0,0.0
9743,2025-06-04,2,3,40.33,electronics,0.89,5,0,0.0
9111,2025-06-07,0,3,65.72,home,0.65,20,0,0.0
1259,2025-04-23,9,2,38.8,sports,0.68,none,0,0.0
8449,2025-05-16,2,1,75.36,beauty,0.98,20,0,0.0
8548,2025-06-18,1,1,73.01,electronics,0.34,none,0,0.0
3035,2025-04-09,2,2,55.98,grocery,0.83,20,0,0.0
9790,2025-05-05,1,3,73.37,grocery,0.4,5,0,0.0
1902,2025-06-25,2,2,52.23,grocery,0.58,10,0,0.0
5730,2025-04-19,6,4,52.11,grocery,0.2,none,0,0.0
7031,2025-04-29,0,1,55.04,fashion,0.26,20,0,0.0
602,2025-05-13,1,3,71.8,beauty,1.0,5,0,0.0
9199,2025-06-02,5,7,63.77,grocery,0.25,5,0,0.0
9211,2025-04-24,4,7,83.92,home,0.86,none,0,0.0
3770,2025-06-12,0,2,65.79,home,0.99,10,0,0.0
4370,2025-04-22,0,6,64.98,electronics,0.32,20,0,0.0
3696,2025-05-04,6,3,77.06,electronics,0.43,none,0,0.0
1719,2025-05-23,6,2,55.73,home,0.25,5,0,0.0
8844,2025-04-02,7,4,26.47,home,0.28,20,0,0.0
8915,2025-06-09,15,1,45.84,home,0.38,5,0,0.0
5734,2025-05-31,8,1,90.21,home,0.67,20,0,0.0
4269,2025-06-15,14,2,65.31,beauty,0.27,none,0,0.0
6777,2025-04-26,3,3,77.2,fashion,0.82,10,0,0.0
4994,2025-05-07,36,3,62.38,home,0.94,10,0,0.0
7534,2025-06-21,2,1,39.5,electronics,0.92,5,0,0.0
5711,2025-04-07,22,2,69.27,home,0.15,none,0,0.0
1743,2025-05-15,9,3,52.76,sports,0.31,5,0,0.0
9067,2025-05-15,9,6,55.17,fashion,0.11,none,1,20.64
4272,2025-05-11,11,3,40.66,grocery,0.51,none,0,0.0
5038,2025-05-10,36,2,49.14,grocery,0.35,5,0,0.0
6626,2025-06-08,2,1,32.6,home,0.99,10,0,0.0
8883,2025-04-18,0,4,88.15,home,0.44,none,0,0.0
4192,2025-06-21,13,4,55.68,beauty,0.02,10,1,22.43
1703,2025-06-21,21,2,60.62,grocery,0.01,none,0,0.0
1057,2025-04-17,2,3,74.24,electronics,0.72,10,1,33.35
6168,2025-06-28,7,3,77.05,sports,0.98,none,0,0.0
4193,2025-04-24,45,1,50.72,sports,0.3,5,0,0.0
5256,2025-04-05,7,3,50.14,grocery,0.33,none,0,0.0
8480,2025-05-07,14,4,40.6,fashion,0.05,none,0,0.0
3251,2025-06-12,1,5,83.87,grocery,0.44,5,0,0.0
6473,2025-06-16,1,2,74.14,fashion,0.61,5,0,0.0
2126,2025-05-29,3,2,89.16,electronics,0.19,5,0,0.0
6955,2025-06-13,1,3,58.53,home,0.69,none,0,0.0
700,2025-04-24,18,3,57.77,grocery,0.39,10,1,11.33
2061,2025-06-19,2,2,48.27,beauty,0.0,5,0,0.0
2618,2025-05-28,0,2,25.24,fashion,0.69,none,0,0.0
1883,2025-04-13,1,0,36.96,beauty,0.64,5,0,0.0
6806,2025-04-12,24,3,55.03,grocery,0.21,5,1,12.66
3963,2025-04-25,31,6,51.28,electronics,0.19,none,0,0.0
2783,2025-04-07,0,5,62.08,grocery,0.61,none,1,22.12
2680,2025-04-26,9,2,42.97,grocery,0.75,5,0,0.0
7282,2025-06-30,17,4,72.58,beauty,1.0,20,0,0.0
5480,2025-04-22,6,5,46.17,home,0.72,5,0,0.0
8752,2025-05-28,16,3,57.26,sports,0.07,10,0,0.0
5049,2025-06-28,8,3,84.91,fashion,0.75,10,0,0.0
6944,2025-04-24,7,4,92.35,home,0.24,none,0,0.0
9192,2025-06-03,21,1,91.34,beauty,0.4,5,0,0.0
8051,2025-05-11,10,3,69.61,fashion,0.41,5,0,0.0
7568,2025-04-26,11,5,81.84,fashion,0.58,10,0,0.0
5733,2025-06-26,2,4,19.98,beauty,0.05,none,1,0.0
8709,2025-05-30,18,3,53.39,fashion,0.66,20,0,0.0
9467,2025-05-10,0,6,62.06,home,0.84,10,0,0.0
1193,2025-06-13,0,2,25.4,sports,0.17,5,0,0.0
7630,2025-06-21,3,6,59.51,fashion,0.9,none,0,0.0
137,2025-06-11,30,3,42.89,home,0.77,20,1,4.66
3227,2025-06-19,23,2,70.46,grocery,0.77,5,1,16.97
8103,2025-04-30,16,2,49.97,fashion,0.24,none,0,0.0
7234,2025-05-02,2,4,60.62,fashion,0.7,10,0,0.0
6149,2025-04-22,8,2,63.86,electronics,0.28,none,0,0.0
6719,2025-06-03,12,5,69.1,grocery,0.54,20,1,20.37
1569,2025-06-13,9,4,36.15,beauty,0.35,10,0,0.0
7515,2025-05-31,15,3,57.53,grocery,0.07,none,0,0.0
1004,2025-05-25,16,2,65.37,grocery,0.19,none,0,0.0
3194,2025-06-10,3,2,39.25,home,0.94,5,0,0.0
849,2025-04-17,4,2,74.94,sports,0.52,none,0,0.0
5096,2025-05-04,12,3,59.96,grocery,0.1,10,0,0.0
8606,2025-06-04,33,1,75.68,grocery,0.94,20,0,0.0
8804,2025-04-05,4,4,29.67,beauty,0.41,none,0,0.0
101,2025-06-22,13,2,34.18,grocery,0.65,none,0,0.0
9758,2025-04-16,0,2,47.24,fashion,0.56,5,0,0.0
2064,2025-06-11,10,1,40.97,electronics,0.22,20,0,0.0
3600,2025-05-27,0,0,50.26,grocery,0.89,10,0,0.0
2815,2025-06-17,27,3,64.52,fashion,0.38,5,0,0.0
4868,2025-06-10,8,5,99.13,home,0.54,5,1,25.23
78,2025-05-17,2,4,49.42,home,0.19,none,0,0.0
3309,2025-06-08,6,3,69.03,beauty,0.95,10,0,0.0
3043,2025-05-02,29,1,54.09,sports,0.26,5,0,0.0
7180,2025-05-24,7,5,55.88,beauty,0.99,5,1,23.27
8589,2025-06-23,6,1,70.56,fashion,0.85,5,0,0.0
388,2025-04-08,25,3,59.86,grocery,0.27,5,0,0.0
4102,2025-05-03,5,1,70.79,fashion,0.5,none,0,0.0
9539,2025-04-02,3,1,28.88,electronics,0.21,none,0,0.0
9267,2025-05-19,24,3,85.19,fashion,0.53,20,0,0.0
5494,2025-06-11,0,3,57.71,sports,0.27,5,1,12.03
7511,2025-04-04,6,2,67.86,fashion,0.83,10,0,0.0
2710,2025-05-20,1,2,73.43,beauty,0.28,5,0,0.0
8038,2025-05-08,12,1,92.32,home,0.3,10,0,0.0
373,2025-06-11,1,2,40.43,fashion,0.15,none,0,0.0
5136,2025-04-21,1,3,45.63,sports,0.19,5,0,0.0
5608,2025-04-15,7,5,81.43,electronics,0.86,20,1,22.11
1725,2025-04-09,7,3,25.26,sports,0.98,5,0,0.0
5862,2025-05-08,3,1,78.26,fashion,0.68,5,0,0.0
9390,2025-05-15,13,1,51.99,home,0.64,10,0,0.0
6953,2025-06-23,15,1,42.03,fashion,0.88,10,0,0.0
1438,2025-05-13,3,3,61.55,sports,0.64,20,0,0.0
5254,2025-04-16,32,1,80.98,fashion,0.22,10,1,18.72
7057,2025-06-03,7,5,43.41,beauty,0.03,none,0,0.0
5158,2025-04-06,13,2,35.58,home,0.02,none,0,0.0
1539,2025-05-02,9,1,61.37,home,0.27,5,0,0.0
3042,2025-05-30,0,3,49.85,electronics,0.07,none,0,0.0
4583,2025-04-24,8,0,77.68,electronics,0.27,none,0,0.0
1941,2025-05-25,14,5,47.06,electronics,0.6,10,0,0.0
4241,2025-05-12,7,2,20.96,electronics,0.69,10,0,0.0
2511,2025-06-26,7,2,44.8,grocery,0.98,10,0,0.0
1400,2025-04-27,27,2,60.89,sports,0.45,5,0,0.0
3748,2025-06-22,7,2,44.41,home,0.36,20,0,0.0
174,2025-05-27,14,1,80.54,beauty,0.89,5,0,0.0
7734,2025-06-08,10,3,61.75,fashion,0.5,20,0,0.0
402,2025-04-16,15,2,103.7,beauty,0.42,10,0,0.0
1183,2025-04-02,3,2,45.1,fashion,0.01,none,0,0.0
3022,2025-06-06,11,0,49.39,home,0.05,none,0,0.0
6437,2025-05-14,4,2,66.5,sports,0.93,20,0,0.0
4445,2025-04-29,0,2,64.32,grocery,0.82,20,0,0.0
380,2025-06-21,3,5,27.44,electronics,0.13,none,0,0.0
3354,2025-04-30,5,4,56.4,beauty,0.01,none,1,15.8
431,2025-05-10,13,3,89.32,sports,0.9,10,1,27.42
4264,2025-06-05,0,7,37.47,home,0.25,none,1,8.93
2737,2025-06-27,12,2,84.71,sports,0.04,5,0,0.0
8971,2025-06-21,8,0,56.45,grocery,0.05,10,1,14.35
3572,2025-05-30,11,2,32.19,fashion,0.99,20,0,0.0
5896,2025-04-11,7,3,65.55,fashion,0.31,5,0,0.0
1899,2025-04-10,11,2,51.29,beauty,0.39,5,0,0.0
4808,2025-06-03,6,3,58.96,home,0.06,10,0,0.0
8863,2025-05-17,5,4,66.46,home,0.72,20,0,0.0
251,2025-04-13,7,2,82.99,home,0.07,5,0,0.0
3048,2025-06-03,19,2,46.2,electronics,0.45,5,0,0.0
3572,2025-06-25,8,4,77.85,electronics,0.79,5,0,0.0
4684,2025-04-06,13,2,79.2,fashion,0.92,10,0,0.0
4131,2025-06-15,11,6,57.13,fashion,0.05,none,0,0.0
9942,2025-05-02,13,4,72.72,fashion,0.11,none,0,0.0
1424,2025-05-07,2,4,17.08,sports,0.21,10,0,0.0
2539,2025-06-05,4,5,30.81,beauty,0.09,none,0,0.0
4711,2025-04-23,18,2,82.3,electronics,0.7,10,0,0.0
6188,2025-04-15,6,1,49.31,grocery,0.4,none,0,0.0
816,2025-06-27,40,1,40.93,home,0.01,10,0,0.0
7466,2025-05-02,6,3,72.97,fashion,0.78,20,1,21.59
5273,2025-04-16,16,1,95.33,electronics,0.84,10,0,0.0
2711,2025-06-02,14,2,49.09,fashion,0.88,20,0,0.0
3804,2025-04-20,8,4,64.77,beauty,0.97,5,0,0.0
575,2025-06-10,1,2,65.52,beauty,0.44,10,0,0.0
6646,2025-04-07,3,2,55.52,beauty,0.73,5,0,0.0
7914,2025-05-18,2,2,53.37,electronics,0.49,none,1,21.57
9984,2025-05-07,7,1,54.66,home,0.81,20,0,0.0
2891,2025-06-27,5,4,81.72,electronics,0.85,10,0,0.0
2721,2025-05-18,2,5,49.32,grocery,0.36,none,0,0.0
3213,2025-06-24,8,3,48.25,home,0.16,none,0,0.0
1317,2025-04-23,15,1,58.22,beauty,0.44,none,0,0.0
4148,2025-05-14,10,4,57.29,sports,0.21,none,0,0.0
1249,2025-06-14,0,5,57.76,fashion,0.76,10,0,0.0
391,2025-04-15,29,1,66.53,electronics,0.42,none,0,0.0
3398,2025-06-24,42,0,56.75,sports,0.07,none,0,0.0
8515,2025-06-10,0,4,57.97,sports,0.27,20,0,0.0
9710,2025-06-01,0,9,65.84,grocery,0.21,10,0,0.0
8634,2025-04-23,21,2,30.39,sports,0.28,5,0,0.0
9580,2025-06-14,15,3,63.66,fashion,0.57,none,0,0.0
8714,2025-06-16,8,2,91.98,sports,0.23,5,0,0.0
6540,2025-04-27,35,2,66.44,electronics,0.99,20,0,0.0
1827,2025-05-24,0,2,67.96,grocery,0.03,none,0,0.0
8114,2025-04-06,5,4,33.36,fashion,0.97,10,0,0.0
9763,2025-05-06,16,2,56.71,grocery,0.12,5,0,0.0
4967,2025-04-14,1,0,86.68,grocery,0.74,10,0,0.0
6615,2025-05-21,2,2,85.83,grocery,0.27,5,0,0.0
3839,2025-05-20,1,6,58.28,electronics,0.77,5,1,23.34
5930,2025-05-19,4,1,59.49,electronics,0.14,5,0,0.0
210,2025-06-01,1,1,47.09,beauty,0.11,5,0,0.0
7223,2025-06-24,6,2,49.69,beauty,0.18,none,0,0.0
5207,2025-04-18,0,4,22.5,home,0.71,5,0,0.0
7560,2025-04-20,5,3,32.11,grocery,0.94,20,0,0.0
3746,2025-04-20,17,0,21.95,electronics,0.49,5,1,12.94
4162,2025-06-24,20,3,83.48,fashion,0.17,none,0,0.0
1461,2025-04-09,6,3,89.67,beauty,0.7,20,1,17.8
5840,2025-04-03,0,3,67.96,beauty,0.69,5,0,0.0
9206,2025-04-15,5,5,31.11,grocery,0.46,none,1,3.78
5852,2025-06-09,3,4,68.67,grocery,0.36,10,1,19.35
8963,2025-05-23,0,2,68.68,beauty,0.43,10,0,0.0
79,2025-06-23,6,4,63.54,electronics,0.83,10,0,0.0
7377,2025-04-19,10,1,49.21,sports,0.57,10,0,0.0
98,2025-05-06,8,6,72.02,grocery,0.33,5,0,0.0
4301,2025-05-21,1,6,52.45,home,0.56,none,0,0.0
4708,2025-04-07,1,3,38.3,sports,0.38,none,0,0.0
4684,2025-06-23,15,3,41.25,home,0.48,none,0,0.0
5585,2025-06-13,35,3,96.88,electronics,0.18,none,0,0.0
7676,2025-04-14,0,1,90.75,home,0.41,5,0,0.0
7073,2025-06-16,4,2,84.32,sports,0.0,5,0,0.0
521,2025-05-11,11,1,87.7,home,0.4,10,0,0.0
7528,2025-05-01,0,3,43.29,electronics,0.44,none,0,0.0
3979,2025-06-26,1,2,67.85,beauty,0.07,none,0,0.0
5858,2025-05-18,1,0,95.4,fashion,0.29,5,0,0.0
9189,2025-04-21,34,3,45.96,fashion,0.26,10,0,0.0
2844,2025-06-13,38,4,48.54,beauty,0.32,none,0,0.0
6083,2025-06-05,17,3,48.45,grocery,0.07,none,0,0.0
6194,2025-04-18,15,1,44.92,sports,0.03,none,0,0.0
5034,2025-06-01,10,2,58.4,home,0.66,none,0,0.0
2599,2025-05-28,4,1,52.33,beauty,0.43,5,0,0.0
7479,2025-04-26,4,4,60.48,grocery,0.32,none,1,11.01
8176,2025-05-10,6,2,49.26,beauty,0.45,none,0,0.0
9450,2025-06-16,0,2,49.83,beauty,0.83,5,0,0.0
4234,2025-04-16,8,3,70.84,sports,0.65,none,1,13.64
1319,2025-06-05,11,5,86.41,beauty,0.31,none,0,0.0
8950,2025-06-15,3,1,93.89,beauty,0.68,10,0,0.0
6100,2025-06-25,0,1,56.67,beauty,0.14,5,0,0.0
1280,2025-04-30,0,1,64.59,fashion,0.54,5,0,0.0
7775,2025-04-25,6,4,74.07,home,0.0,5,1,17.75
7055,2025-06-25,0,2,75.44,fashion,0.6,10,0,0.0
8325,2025-05-13,29,3,48.7,fashion,0.75,none,0,0.0
4294,2025-05-22,7,3,52.31,grocery,0.26,20,0,0.0
4734,2025-05-17,1,7,48.57,sports,0.82,5,0,0.0
1274,2025-05-17,3,4,59.22,sports,0.31,5,0,0.0
